y,x1,x2,x3,x4,x5,x6
557.715653473664,14.7111388509026,-0.320645993375287,-5.69224114436044,21.3037959415764,-7.13499199453944,11.3772610762861
491.90875151704,14.0022137856189,0.327881101659955,-5.3907241653306,24.9043770447707,-6.81007479182224,10.2037227771551
424.46695802627,12.0373867516319,-1.5065152855842,-8.32829827111416,22.8625472558405,-7.1134325448277,12.6806318922322
436.389734373708,11.5765535828172,3.33016530469535,-8.23638703540349,23.1650672432957,-7.30711183377938,12.9294803909187
1055.58292442789,26.3007602249708,3.67297924733654,-8.61907043318306,24.23939716344,-7.96547255920592,10.3004869673849
457.983421262975,13.668394397989,-4.38974748198646,-8.46318614877814,28.0386079662584,-7.57266036921289,11.6051859605674
813.283624500415,19.8408682658386,4.23981603199188,-8.20938075441432,30.3472123773562,-6.94229665210839,13.2376011181029
433.382295640349,11.1911875276715,4.49805012137792,-8.7081260389779,27.1103724753111,-7.69487141948456,11.328979093997
776.708570915751,19.9047197502543,3.93384485138717,-7.29412230124055,29.6476100613863,-7.74867821656345,13.575479428086
1116.32790041221,29.4600426863474,-2.0459386144519,-6.06088725829279,28.1365854752039,-6.81492528206194,12.6182994021614
496.144050366878,16.1558301695071,-4.98301897821307,-6.65765686158514,31.4345380648237,-7.42201845256033,12.2489884664302
414.696330937851,13.581166365276,-4.67634398439021,-5.37263666349967,23.8397230533183,-6.56741004650618,12.0434261346591
412.594261884201,12.9420398071844,-2.09116890687866,-5.32766822115061,20.3232418157276,-6.5202939050834,10.8355229679689
580.331685144342,17.9349393606403,1.2227232383019,-7.1749379481565,22.3288851877965,-7.5376482371776,13.3605499858538
380.071522204025,12.0769404532309,-4.61448556468279,-5.89876215980931,23.5652896750301,-7.55060136008016,13.6261329426035
572.171895563386,13.3620416063769,4.29182216826257,-6.31918153440083,21.4881699100718,-7.94170410092981,10.450464564322
870.15321448255,23.2322445729973,-4.77488892653463,-8.26735288791193,24.5499684696884,-7.57152468273543,13.4776869743535
888.502934846265,22.8421741862243,3.38847984254314,-9.35561781904335,25.1454202592043,-6.56536986620579,10.5326459566552
1036.65175593575,27.552325815868,-1.7266978810042,-9.35451600226511,25.2468447293542,-7.05302183956946,10.9462815930246
641.687210198151,19.0263106416149,-4.19611614365672,-4.69627730448923,27.1241296425059,-6.88560671702364,12.3214489973398
538.064320071726,14.8543050874244,0.221140362597976,-5.04275917783011,21.2500975004676,-7.08235049981271,13.4618996264914
473.460557322387,14.9295686670235,-1.17941572262352,-5.81514134335653,26.5373792420771,-7.85497940890608,10.608277259233
477.518102895808,14.9155131924151,-3.99032487387436,-7.92780432149962,27.9512155664094,-6.62062314836002,12.4882364166169
833.931790774722,19.3710660254023,4.13339114437968,-5.36964087170031,25.3289766759528,-7.34265537385596,10.8546309209795
375.44309545947,10.2169096374593,2.56273197197936,-4.86676446472651,27.6943878678536,-6.64891068540335,12.5764224599576
1028.27961655581,27.6085195809698,-0.990439161816404,-6.94574295579291,24.1946638087271,-7.11502397825153,11.5371577965989
881.842752971678,23.9521406948969,-2.81069009614716,-6.67846379007911,27.0750840379218,-6.92745600439629,10.9442704581868
